Step        Dt          Time        Progress    
300         0.000631068 0.142573    7%          
301         0.000631068 0.143204    7%          
302         0.000631068 0.143835    7%          
303         0.000631068 0.144466    7%          
304         0.000121249 0.144587    7%          
305         0.000121249 0.144708    7%          
306         0.000215463 0.144924    7%          
307         0.00032706  0.145251    7%          
308         0.00056975  0.145821    7%          
309         0.00056975  0.14639     7%          
310         0.00056975  0.14696     7%          
311         0.000175457 0.147136    7%          
312         0.000152679 0.147288    7%          
313         0.00030827  0.147597    7%          
314         0.00030827  0.147905    7%          
315         0.00030827  0.148213    7%          
316         0.000351736 0.148565    7%          
317         0.000267237 0.148832    7%          
318         0.00048185  0.149314    7%          
319         0.00048185  0.149796    7%          
320         0.00048185  0.150278    7%          
321         0.000875488 0.151153    7%          
322         0.000875488 0.152029    7%          
323         0.000218149 0.152247    7%          
324         0.000218149 0.152465    7%          
325         0.00043205  0.152897    7%          
326         0.00043205  0.153329    7%          
327         0.00043205  0.153761    7%          
328         0.000797201 0.154558    7%          
329         0.000797201 0.155355    7%          
330         0.000797201 0.156153    7%          
331         0.000797201 0.15695     7%          
332         0.00129093  0.158241    7%          
333         0.000206325 0.158447    7%          
334         0.000206325 0.158653    7%          
335         0.000331779 0.158985    7%          
336         0.000331779 0.159317    7%          
337         0.000331779 0.159649    7%          
338         0.000704682 0.160353    8%          
339         0.00111936  0.161473    8%          
340         0.00111936  0.162592    8%          
341         0.00111936  0.163712    8%          
342         0.00185593  0.165567    8%          
343         0.00167279  0.16724     8%          
344         0.00146977  0.16871     8%          
345         0.00136435  0.170074    8%          
346         0.00132888  0.171403    8%          
347         0.00132888  0.172732    8%          
348         0.000230794 0.172963    8%          
349         0.00022385  0.173187    8%          
350         0.000399987 0.173587    8%          
351         0.000619021 0.174206    8%          
352         0.000619021 0.174825    8%          
353         0.00147357  0.176298    8%          
354         0.000346285 0.176645    8%          
355         0.000346285 0.176991    8%          
356         0.000571169 0.177562    8%          
357         0.00056279  0.178125    8%          
358         0.00134771  0.179473    8%          
359         0.00134771  0.18082     9%          
360         0.0022396   0.18306     9%          
361         0.000422171 0.183482    9%          
362         0.000422171 0.183904    9%          
363         0.000422171 0.184326    9%          
364         0.000732045 0.185059    9%          
365         0.000732045 0.185791    9%          
366         0.000732045 0.186523    9%          
367         0.00139785  0.18792     9%          
368         0.00124017  0.189161    9%          
369         0.00124017  0.190401    9%          
370         0.00124017  0.191641    9%          
371         0.00124017  0.192881    9%          
372         0.00124017  0.194121    9%          
373         0.00120317  0.195324    9%          
374         0.00120317  0.196528    9%          
375         0.00113013  0.197658    9%          
376         0.00113013  0.198788    9%          
377         0.00113013  0.199918    9%          
378         0.00113013  0.201048    10%         
379         0.00113013  0.202178    10%         
380         0.00113013  0.203308    10%         
381         0.0010184   0.204327    10%         
382         0.0010184   0.205345    10%         
383         0.000963524 0.206309    10%         
384         0.000963524 0.207272    10%         
385         0.000963524 0.208236    10%         
386         0.000963524 0.209199    10%         
387         0.000963524 0.210163    10%         
388         0.000963524 0.211126    10%         
389         0.000963524 0.21209     10%         
390         0.000963524 0.213053    10%         
391         0.00018392  0.213237    10%         
392         0.00018392  0.213421    10%         
393         0.00018392  0.213605    10%         
394         0.000546828 0.214152    10%         
395         0.000546828 0.214699    10%         
396         0.000546828 0.215246    10%         
397         0.000851389 0.216097    10%         
398         0.000851389 0.216948    10%         
399         0.000851389 0.2178      10%         
400         0.00128079  0.219081    10%         
401         0.00105037  0.220131    11%         
402         0.00019586  0.220327    11%         
403         0.00019586  0.220523    11%         
404         0.00019586  0.220719    11%         
405         0.000464871 0.221183    11%         
406         0.000464871 0.221648    11%         
407         0.000464871 0.222113    11%         
408         0.000816395 0.22293     11%         
409         0.000155917 0.223085    11%         
410         0.000155917 0.223241    11%         
411         0.000248885 0.22349     11%         
412         0.00049151  0.223982    11%         
413         0.000809325 0.224791    11%         
414         0.000176964 0.224968    11%         
415         0.000176964 0.225145    11%         
416         0.000338522 0.225484    11%         
417         0.000537195 0.226021    11%         
418         0.000905397 0.226926    11%         
419         0.000905397 0.227832    11%         
420         0.000905397 0.228737    11%         
421         0.000905397 0.229642    11%         
422         0.000905397 0.230548    11%         
423         0.000905397 0.231453    11%         
424         0.000905397 0.232359    11%         
425         0.00142949  0.233788    11%         
426         0.00135133  0.235139    11%         
427         0.00135133  0.236491    11%         
428         0.00135133  0.237842    11%         
429         0.000279951 0.238122    11%         
430         0.000279951 0.238402    11%         
431         0.000266574 0.238668    11%         
432         0.000266574 0.238935    11%         
433         0.000517554 0.239453    11%         
434         0.000517554 0.23997     11%         
435         0.000517554 0.240488    12%         
436         0.000517554 0.241005    12%         
437         0.000508762 0.241514    12%         
438         0.000508762 0.242023    12%         
439         0.000508762 0.242532    12%         
440         0.000926428 0.243458    12%         
441         0.000714466 0.244172    12%         
442         0.000619871 0.244792    12%         
443         0.000619871 0.245412    12%         
444         0.000619871 0.246032    12%         
445         0.000619871 0.246652    12%         
446         0.000619871 0.247272    12%         
447         0.000619871 0.247892    12%         
448         0.000619871 0.248512    12%         
449         0.000619871 0.249131    12%         
450         0.000619871 0.249751    12%         
451         0.000619871 0.250371    12%         
452         0.000619871 0.250991    12%         
453         0.00103752  0.252029    12%         
454         0.00103752  0.253066    12%         
455         0.00103752  0.254104    12%         
456         0.00103752  0.255141    12%         
457         0.00103752  0.256179    12%         
458         0.00103752  0.257216    12%         
459         0.000198445 0.257415    12%         
460         0.000198445 0.257613    12%         
461         0.000367641 0.257981    12%         
462         0.0006111   0.258592    12%         
463         0.0006111   0.259203    12%         
464         0.00100947  0.260212    13%         
465         0.00100947  0.261222    13%         
466         0.00100947  0.262231    13%         
467         0.000217734 0.262449    13%         
468         0.000217734 0.262667    13%         
469         0.000217734 0.262885    13%         
470         0.00038196  0.263266    13%         
471         0.000735292 0.264002    13%         
472         0.000120536 0.264122    13%         
473         0.000120536 0.264243    13%         
474         0.000205199 0.264448    13%         
475         0.000205199 0.264653    13%         
476         0.000370484 0.265024    13%         
477         0.000563787 0.265588    13%         
478         0.000563787 0.266151    13%         
479         0.00106221  0.267213    13%         
480         0.00106221  0.268276    13%         
481         0.00106221  0.269338    13%         
482         0.000955715 0.270294    13%         
483         0.000955715 0.271249    13%         
484         0.000955715 0.272205    13%         
485         0.000955715 0.273161    13%         
486         0.000955715 0.274116    13%         
487         0.000955715 0.275072    13%         
488         0.000955715 0.276028    13%         
489         0.000955715 0.276984    13%         
490         0.000955715 0.277939    13%         
491         0.000955715 0.278895    13%         
492         0.000955715 0.279851    13%         
493         0.000955715 0.280806    14%         
494         0.000955715 0.281762    14%         
495         0.000955715 0.282718    14%         
496         0.000955715 0.283674    14%         
497         0.000840762 0.284514    14%         
498         0.000840762 0.285355    14%         
499         0.000840762 0.286196    14%         
500         0.000751658 0.286948    14%         
501         0.000751658 0.287699    14%         
502         0.000751658 0.288451    14%         
503         0.000751658 0.289203    14%         
504         0.000751658 0.289954    14%         
505         0.000751658 0.290706    14%         
506         0.000751658 0.291458    14%         
507         0.000751658 0.292209    14%         
508         0.000751658 0.292961    14%         
509         0.000751658 0.293712    14%         
510         0.000751658 0.294464    14%         
511         0.001161    0.295625    14%         
512         0.00110278  0.296728    14%         
513         0.00110278  0.297831    14%         
514         0.00110278  0.298933    14%         
515         0.00110278  0.300036    15%         
516         0.000950824 0.300987    15%         
517         0.000872029 0.301859    15%         
518         0.000872029 0.302731    15%         
519         0.000740306 0.303471    15%         
520         0.000740306 0.304212    15%         
521         0.000740306 0.304952    15%         
522         0.000740306 0.305692    15%         
523         0.000740306 0.306433    15%         
524         0.000740306 0.307173    15%         
525         0.000740306 0.307913    15%         
526         0.000740306 0.308654    15%         
527         0.000740306 0.309394    15%         
528         0.000677746 0.310072    15%         
529         0.00062781  0.310699    15%         
530         0.000573131 0.311273    15%         
531         0.000115612 0.311388    15%         
532         0.000115612 0.311504    15%         
533         0.000190203 0.311694    15%         
534         0.000288895 0.311983    15%         
535         0.000436386 0.312419    15%         
536         0.000436386 0.312856    15%         
537         0.000436386 0.313292    15%         
538         0.000436386 0.313728    15%         
539         0.000436386 0.314165    15%         
540         0.000436386 0.314601    15%         
541         0.000661138 0.315262    15%         
542         0.000611304 0.315874    15%         
543         0.00116948  0.317043    15%         
544         0.00107359  0.318117    15%         
545         0.00107359  0.31919     15%         
546         0.00107359  0.320264    16%         
547         0.00107359  0.321338    16%         
548         0.000985821 0.322323    16%         
549         0.000985821 0.323309    16%         
550         0.000163679 0.323473    16%         
551         0.000163679 0.323637    16%         
552         0.000258452 0.323895    16%         
553         0.000258452 0.324153    16%         
554         0.000542945 0.324696    16%         
555         0.000542945 0.325239    16%         
556         0.000542945 0.325782    16%         
557         0.000848379 0.326631    16%         
558         0.000848379 0.327479    16%         
559         0.000848379 0.328327    16%         
560         0.000848379 0.329176    16%         
561         0.000848379 0.330024    16%         
562         0.000848379 0.330873    16%         
563         0.000818781 0.331691    16%         
564         0.000818781 0.33251     16%         
565         0.000818781 0.333329    16%         
566         0.000818781 0.334148    16%         
567         0.000818781 0.334966    16%         
568         0.000818781 0.335785    16%         
569         0.000197013 0.335982    16%         
570         0.000197013 0.336179    16%         
571         0.000181602 0.336361    16%         
572         0.000281829 0.336643    16%         
573         0.00049204  0.337135    16%         
574         0.000930146 0.338065    16%         
575         0.000930146 0.338995    16%         
576         0.000930146 0.339925    16%         
577         0.000930146 0.340855    17%         
578         0.000930146 0.341785    17%         
579         0.000930146 0.342716    17%         
580         0.000930146 0.343646    17%         
581         0.000930146 0.344576    17%         
582         0.000930146 0.345506    17%         
583         0.00140486  0.346911    17%         
584         0.00116249  0.348073    17%         
585         0.000920544 0.348994    17%         
586         0.000879427 0.349873    17%         
587         0.000879427 0.350753    17%         
588         0.000136109 0.350889    17%         
589         0.000136109 0.351025    17%         
590         0.000225097 0.35125     17%         
591         0.000225097 0.351475    17%         
592         0.000388209 0.351863    17%         
593         0.000834596 0.352698    17%         
594         0.000834596 0.353533    17%         
595         0.00126652  0.354799    17%         
596         0.00121377  0.356013    17%         
597         0.00116556  0.357178    17%         
598         0.00116556  0.358344    17%         
599         0.00116556  0.35951     17%         
600         0.000200751 0.35971     17%         
601         0.000200751 0.359911    17%         
602         0.000200751 0.360112    18%         
603         0.000520226 0.360632    18%         
604         0.000520226 0.361152    18%         
605         0.000156186 0.361308    18%         
606         0.000156186 0.361465    18%         
607         0.000289011 0.361754    18%         
608         0.000289011 0.362043    18%         
609         0.000540318 0.362583    18%         
610         0.000540318 0.363123    18%         
611         0.00107182  0.364195    18%         
612         0.00100065  0.365196    18%         
613         0.00100065  0.366196    18%         
614         0.000649171 0.366846    18%         
615         0.000568801 0.367414    18%         
616         0.000897247 0.368312    18%         
617         0.000897247 0.369209    18%         
618         0.000897247 0.370106    18%         
619         0.000897247 0.371003    18%         
620         0.000884698 0.371888    18%         
621         0.000884698 0.372773    18%         
622         0.000884698 0.373657    18%         
623         0.000884698 0.374542    18%         
624         0.000884698 0.375427    18%         
625         0.000884698 0.376312    18%         
626         0.000884698 0.377196    18%         
627         0.000884698 0.378081    18%         
628         0.000110841 0.378192    18%         
629         0.000110841 0.378303    18%         
630         0.000110841 0.378413    18%         
631         0.000198322 0.378612    18%         
632         0.000188157 0.3788      18%         
633         0.000324736 0.379125    18%         
634         7.02393e-05 0.379195    18%         
635         7.02393e-05 0.379265    18%         
636         0.000111381 0.379377    18%         
637         0.000111381 0.379488    18%         
638         0.000111381 0.379599    18%         
639         0.000111381 0.379711    18%         
640         0.000220642 0.379931    18%         
641         0.000482584 0.380414    19%         
642         0.000482584 0.380897    19%         
643         0.000755201 0.381652    19%         
644         0.000130307 0.381782    19%         
645         0.000130307 0.381912    19%         
646         0.000202382 0.382115    19%         
647         0.000202382 0.382317    19%         
648         0.000393915 0.382711    19%         
649         0.000702392 0.383413    19%         
650         0.000121454 0.383535    19%         
651         0.000121454 0.383656    19%         
652         0.000121454 0.383778    19%         
653         0.000384116 0.384162    19%         
654         0.000384116 0.384546    19%         
655         9.30788e-05 0.384639    19%         
656         9.30788e-05 0.384732    19%         
657         0.000147083 0.384879    19%         
658         0.000292526 0.385172    19%         
659         0.000562548 0.385734    19%         
660         0.000562548 0.386297    19%         
661         0.000933687 0.387231    19%         
662         0.000933687 0.388164    19%         
663         0.00014563  0.38831     19%         
664         0.00014563  0.388455    19%         
665         0.000224363 0.38868     19%         
666         0.000224363 0.388904    19%         
667         0.000224363 0.389129    19%         
668         0.000224363 0.389353    19%         
669         0.000224363 0.389577    19%         
670         0.000224363 0.389802    19%         
671         0.000224363 0.390026    19%         
672         0.000224363 0.39025     19%         
673         0.000435154 0.390686    19%         
674         0.000345088 0.391031    19%         
675         0.000345088 0.391376    19%         
676         0.000345088 0.391721    19%         
677         0.000623195 0.392344    19%         
678         0.000623195 0.392967    19%         
679         0.00094091  0.393908    19%         
680         0.000925294 0.394833    19%         
681         0.000925294 0.395759    19%         
682         5.6578e-05  0.395815    19%         
683         5.6578e-05  0.395872    19%         
684         9.29465e-05 0.395965    19%         
685         9.29465e-05 0.396058    19%         
686         0.000148719 0.396206    19%         
687         0.000132137 0.396339    19%         
688         0.000132137 0.396471    19%         
689         0.000132137 0.396603    19%         
690         0.000115687 0.396719    19%         
691         0.000115687 0.396834    19%         
692         0.000103953 0.396938    19%         
693         0.000190846 0.397129    19%         
694         0.000374215 0.397503    19%         
695         0.000374215 0.397877    19%         
696         0.000732201 0.39861     19%         
697         0.000732201 0.399342    19%         
698         0.000732201 0.400074    20%         
699         5.62015e-05 0.40013     20%         
700         5.62015e-05 0.400186    20%         
701         0.000285743 0.400472    20%         
702         5.1426e-05  0.400524    20%         
703         5.1426e-05  0.400575    20%         
704         5.1426e-05  0.400627    20%         
705         5.1426e-05  0.400678    20%         
706         5.1426e-05  0.400729    20%         
707         0.000164489 0.400894    20%         
708         0.00014786  0.401042    20%         
709         0.000249859 0.401292    20%         
710         0.000510296 0.401802    20%         
711         0.000510296 0.402312    20%         
712         0.000510296 0.402822    20%         
713         0.000458177 0.403281    20%         
714         0.000243939 0.403525    20%         
715         3.92493e-05 0.403564    20%         
716         3.92493e-05 0.403603    20%         
717         6.55029e-05 0.403669    20%         
718         6.55029e-05 0.403734    20%         
719         6.55029e-05 0.4038      20%         
720         6.55029e-05 0.403865    20%         
721         0.000165412 0.40403     20%         
722         2.74221e-05 0.404058    20%         
723         2.74221e-05 0.404085    20%         
724         0.000175864 0.404261    20%         
725         0.000175864 0.404437    20%         
726         0.000545784 0.404983    20%         
727         0.000136017 0.405119    20%         
728         0.000136017 0.405255    20%         
729         0.000387115 0.405642    20%         
730         0.000387115 0.406029    20%         
731         0.000234811 0.406264    20%         
732         0.000183864 0.406448    20%         
733         0.00035151  0.406799    20%         
734         0.000598341 0.407398    20%         
735         0.000598341 0.407996    20%         
736         0.000598341 0.408594    20%         
737         0.000598341 0.409193    20%         
738         0.000598341 0.409791    20%         
739         0.000598341 0.410389    20%         
740         0.000352654 0.410742    20%         
741         0.000302664 0.411045    20%         
742         0.000190015 0.411235    20%         
743         0.000131206 0.411366    20%         
744         0.000445482 0.411811    20%         
745         0.000343271 0.412155    20%         
746         0.000577736 0.412732    20%         
747         0.000531465 0.413264    20%         
748         0.000649204 0.413913    20%         
749         0.000485681 0.414399    20%         
750         0.000485681 0.414884    20%         
751         0.00073427  0.415619    20%         
752         0.00073427  0.416353    20%         
753         0.00073427  0.417087    20%         
754         0.000723595 0.417811    20%         
755         0.000723595 0.418534    20%         
756         0.000659684 0.419194    20%         
757         0.000659684 0.419854    20%         
758         0.000639323 0.420493    21%         
759         0.000639323 0.421132    21%         
760         0.000639323 0.421772    21%         
761         0.00052609  0.422298    21%         
762         0.00052609  0.422824    21%         
763         0.000446446 0.42327     21%         
764         0.000446446 0.423717    21%         
765         0.000446446 0.424163    21%         
766         0.000446446 0.42461     21%         
767         0.000446446 0.425056    21%         
768         0.000446446 0.425503    21%         
769         0.000446446 0.425949    21%         
770         0.000446446 0.426395    21%         
771         0.000446446 0.426842    21%         
772         0.000446446 0.427288    21%         
773         0.000446446 0.427735    21%         
774         0.000384835 0.42812     21%         
775         0.000596361 0.428716    21%         
776         0.000522777 0.429239    21%         
777         0.000522777 0.429762    21%         
778         0.000522777 0.430284    21%         
779         0.000522777 0.430807    21%         
780         0.000522777 0.43133     21%         
781         0.000432912 0.431763    21%         
782         0.000432912 0.432196    21%         
783         0.000432912 0.432629    21%         
784         0.000432912 0.433062    21%         
785         0.000432912 0.433494    21%         
786         0.000432912 0.433927    21%         
787         0.000649414 0.434577    21%         
788         0.000609567 0.435186    21%         
789         0.000609567 0.435796    21%         
790         0.000609567 0.436405    21%         
791         0.000584834 0.43699     21%         
792         0.000584834 0.437575    21%         
793         0.000446591 0.438022    21%         
794         0.000368665 0.43839     21%         
795         0.000617225 0.439008    21%         
796         0.000617225 0.439625    21%         
797         0.000612352 0.440237    22%         
798         0.000981866 0.441219    22%         
799         0.000880296 0.442099    22%         
